,i,j,distance
278,1781,1792,89.54106961127104
279,1792,497,16.04823513633025
280,1808,894,25.377447521953822
281,1810,60,8.979061083981525
282,1814,1858,21.79570891313364
283,1818,1921,34.18923124246979
284,1853,1870,13.731940597377644
285,1854,1855,5.1651697695535015
286,1855,1857,24.385236351141433
287,1857,1818,82.63119289798516
288,1858,1859,5.182183305401724
289,1859,1853,24.372741536845293
290,1870,62,34.64500389305763
291,1870,1810,17.07311137220273
292,1921,1999,59.162174528126314
293,1922,1931,53.52828476120487
294,1931,1935,10.012306959260254
295,1935,156,16.97016082206156
296,1936,1931,19.731775579577647
297,1941,1964,58.21106734532425
298,1941,2002,11.814708985577301
299,1967,2607,12.306502675662747
300,1971,1922,31.17960445175286
301,1973,1971,6.515209397970997
302,1986,2027,18.999092627011272
303,1999,29,13.04342248324471
304,2000,1973,48.497926166080546
305,2002,2007,17.821444678639946
306,2007,2012,23.318184817283196
307,2012,2015,44.9856028755906
308,2015,2019,24.737254949399563
309,2019,2026,26.084273239833266
310,2026,2666,36.7142918989589
311,2027,2019,17.548616568180798
312,2038,492,19.80113002793287
313,2045,2046,11.838632237105987
314,2046,5502,113.36290100980855
315,2047,2051,68.2832327916518
316,2051,2125,113.5336547424294
317,2061,2045,19.670514016745457
318,2062,2084,31.00606428907736
319,2084,5548,113.34562467065203
320,2085,2086,12.56467557415643
321,2099,2100,3.4477021315584553
322,2124,2139,11.811268692648172
323,2125,2085,11.754251855704961
324,2125,2127,11.755567982175304
325,2139,5508,113.40223346263396
326,2156,2167,10.725941411267327
327,2156,6051,8.968082963652375
328,2167,2695,4.0754717148008455
329,2168,2173,28.517788959338866
330,2173,6046,3.1869080032355654
331,2174,2175,22.834251035847426
332,2175,2176,17.137362098417633
333,2176,2186,29.592607636104553
334,2186,6809,16.34587260855591
335,2187,2197,45.9721750159505
336,2197,2203,16.315382940811524
337,2197,2294,21.800128983278636
338,2203,2323,11.637620353647785
339,2204,2187,65.27241240953055
340,2232,2234,3.1761431558129667
341,2234,2174,28.462974935185677
342,2235,2236,12.558797075862557
343,2236,2168,10.232939800418537
344,2238,459,24.28093330487178
345,2252,2235,17.573180430127167
346,2282,6810,27.126997113010894
347,2294,2331,21.44232288442171
348,2300,483,5.478204052463388
349,2323,2331,16.16129729970704
350,2331,12,188.54113605602453
351,2395,469,11.313436973499648
352,2412,455,56.28965027516674
353,2413,169,31.670805019608867
354,2471,2395,36.19200879686395
355,2471,6014,8.510498650966397
356,2505,2413,30.93990562105129
357,2518,58,4.566695102701679
358,2519,2520,7.568595444189903
359,2520,3502,3.6746998844856935
360,2521,2413,27.505829298345486
361,2540,3617,6.806480686269268
362,2541,2236,12.448387151838574
363,2577,2582,9.639519206388343
364,2582,3469,13.744271968975482
365,2607,1941,39.06554925139761
366,2622,519,59.98325851042742
367,2625,5382,24.767587691392496
368,2635,6461,4.382322788841205
369,2636,2638,5.82760923142688
370,2638,920,8.565748892525642
371,2639,2642,29.2508704599808
372,2642,6570,12.112266043326747
373,2643,484,2.929181135907332
374,2648,2643,36.85790929094892
375,2666,2668,12.583508302995906
376,2668,2670,6.518201549633376
377,2668,2673,4.869802546492851
378,2670,2232,25.902845164947678
379,2686,6063,3.174668500956447
380,2695,5915,3.3801451808506315
381,2703,168,4.9478357812845655
382,2705,2706,1.3039157313266643
383,2706,3940,4.86098703043567
384,2707,2705,2.7910389888417457
385,2707,3936,3.546477371164962
386,2712,2714,8.355026040717755
387,2714,2771,5.872540695987637
388,2715,2719,10.39556809947745
389,2719,2714,9.146933658690568
390,2720,2726,10.10377760471341
391,2726,2747,3.745308826615471
392,2726,2756,11.170077989871231
393,2727,2720,6.432615292163419
394,2730,2727,10.783301474121064
395,2730,2732,11.003622604169664
396,2732,2733,2.5377853298665722
397,2733,2747,18.2271993538124
398,2747,4706,7.346362263889276
399,2750,3963,11.82147386757825
400,2757,146,17.215570274644428
401,2757,2763,12.185577225574129
402,2757,2798,15.497153647211185
403,2763,4013,3.2597342775555873
404,2771,3967,4.216103546391743
405,2771,3990,6.861591200185196
406,2772,2778,8.134800298191738
407,2778,2707,0.5003403032882212
408,2798,2799,1.8466383384195577
409,2800,2802,20.071631898544176
410,2802,611,88.61407340514954
411,2803,2804,12.334564088191796
412,2804,599,74.35947807600604
413,2806,4534,3.426798352036789
414,2807,2808,16.22803758210902
415,2811,603,1.0743686408144868
416,2817,2829,26.476843224077136
417,2818,2819,12.442892486542888
418,2819,4429,1.6869220217521925
419,2820,2817,75.4981186074956
420,2829,2836,60.646486218437786
421,2829,4609,24.466353118994526
422,2836,2861,2.5144075182888077
423,2852,2853,10.157206978186293
424,2853,3666,34.55757894958409
425,2860,2884,3.166206945864039
426,2861,620,25.133968371220785
427,2861,2865,23.520094805303703
428,2865,2883,37.07487368342692
429,2866,2872,25.67864334788379
430,2872,2804,12.306478021589719
431,2883,2884,20.49535613071732
432,2884,2885,5.778908714180805
433,2885,2886,25.652661048428843
434,2886,2891,177.77373712158212
435,2886,2902,177.78460809444877
436,2891,2901,14.372729067617154
437,2892,2893,40.62903572609019
438,2893,2899,162.66090304209678
439,2893,3680,162.72564795962896
440,2899,635,5.851070833336586
441,2902,2901,14.363821236741343
442,2904,2892,14.399584150691716
443,2908,2852,6.831993838938074
444,2908,2922,3.8269060170331612
445,2923,2852,11.276779970676316
446,2929,2930,3.8379194622625805
447,2930,4355,4.832026492557163
448,2931,754,97.83289610879388
449,3003,4256,19.215087073097106
450,3004,3037,41.760267379536856
451,3004,4120,20.89505376158618
452,3046,3087,53.69554140677561
453,3046,4104,19.68585286098942
454,3087,3004,10.86612546600357
455,3088,3102,4.636411243943578
456,3102,995,18.383080514634536
457,3138,3150,6.487647453666116
458,3138,3220,7.804164949993376
459,3170,3181,19.04939733285239
460,3170,4583,10.573039559179612
461,3185,3889,2.4852964308865273
462,3207,2047,11.981752220648778
463,3239,545,2.903977951587726
464,3262,2837,2.391750078034136
465,3262,3246,2.4986873575855406
466,3264,3265,105.56518527132077
467,3265,5797,10.299226747408234
468,3304,3264,33.729109979564385
469,3305,562,6.991015884447478
470,3307,1781,22.247609619985415
471,3330,4587,19.974337966720718
472,3384,3388,4.651944574322636
473,3388,3391,5.261528658718644
474,3391,2648,16.38545901666165
475,3392,3391,5.140439516016071
476,3397,3400,5.028049188884966
477,3400,3392,4.721582591320851
478,3406,3384,2.3048246642987746
479,3469,413,10.767294578102769
480,3477,3484,20.488110977344423
481,3485,3477,12.681622228894938
482,3490,3501,8.755952498091343
483,3501,3612,6.880305036603151
484,3502,1179,11.47857919537137
485,3566,3567,3.8745827884978468
486,3567,1179,21.91457727886198
487,3612,2521,3.1537029772014655
488,3617,3566,3.2977262026543848
489,3666,2866,3.4933295119032977
490,3680,2923,5.771260836754336
491,3689,3696,6.616218791921939
492,3696,3714,11.89862347064027
493,3714,3793,41.63641867263864
494,3715,3696,6.702494118575917
495,3718,1064,10.732243459580294
496,3720,3724,2.273201105793235
497,3724,785,5.069322963627795
498,3725,1097,9.670183419990742
499,3725,3726,5.107020767457047
500,3726,774,11.131380534914602
501,3751,2062,1.420193071437158
502,3753,3758,5.166098277584304
503,3753,6631,3.766827728524625
504,3758,5604,5.3404892183264465
505,3765,3720,0.8739944897406966
506,3770,1112,4.915566229137626
507,3770,3774,3.5251515464154
508,3774,1113,5.775535481608262
509,3774,1143,3.8585162616120696
510,3779,3780,0.7173863006687092
511,3780,3753,5.162525351429947
512,3780,3758,4.402973790390039
513,3793,770,17.980341703164914
514,3863,5680,6.803673637100519
515,3866,4724,7.198196708266915
516,3867,1049,7.554185994197949
517,3870,3871,5.99532136440246
518,3871,3872,1.2750993278213962
519,3872,5906,24.9466503758016
520,3884,54,4.112589732015295
521,3889,3895,3.1189003646679763
522,3895,54,8.51105050002319
523,3936,3940,4.965386535300132
524,3940,3941,4.6280338615951315
525,3941,4646,99.20520328694224
526,3963,2715,7.602775551554673
527,3967,2730,8.978806850666396
528,3990,2772,19.2239488553199
529,4013,3967,1.9262647472157326
530,4038,1042,1.6951808683475504
531,4038,3867,9.159831710579121
532,4040,4041,2.544465673786846
533,4041,4045,22.666029464081245
534,4045,4052,34.91355564939937
535,4052,1043,111.90281511582592
536,4053,4040,17.732631451411493
537,4069,4045,6.951314557922737
538,4070,4071,2.530032726800127
539,4071,77,2.7785962217930003
540,4089,4147,3.2244617969824514
541,4104,4090,3.2617402401357007
542,4107,3087,24.339271135846975
543,4120,4122,3.3368367840593973
544,4122,4053,89.88414504419246
545,4147,319,19.492515732125234
546,4186,4187,27.335013255442558
547,4190,684,5.607905303268635
548,4217,4239,146.108737635491
549,4239,1155,15.626607768682982
550,4248,859,3.8629726663979542
551,4256,1146,123.52503467242136
552,4257,1163,14.845506180421639
553,4257,4276,20.955667589921283
554,4257,5932,20.524721760413293
555,4276,4368,1.8466631149411366
556,4286,4351,3.4936664487196505
557,4287,4256,23.252154840313413
558,4311,4312,3.055899263059879
559,4312,4314,3.0247825971907654
560,4314,4317,40.466762024922076
561,4317,748,22.19646125845506
562,4318,4319,3.3399402364356985
563,4327,4317,44.32915516425787
564,4336,4325,31.40369123243536
565,4344,4311,10.425672863204385
566,4344,4318,10.120674910574937
567,4348,4314,3.2903242206054477
568,4351,4352,3.3380756684730164
569,4352,2818,3.9766559219523865
570,4355,4327,3.3147718162636877
571,4357,1161,6.44646510547609
572,4359,4357,2.6845658102682264
573,4368,4359,2.6590701721118677
574,4372,4336,7.398170433581306
575,4375,4372,3.2730920918649153
576,4399,4495,16.340770681806255
577,4400,4375,7.624477835887275
578,4405,743,1.5555791288183236
579,4406,4424,30.097760098641185
580,4406,4449,16.99878646634434
581,4424,4405,2.944974338641836
582,4430,2929,10.2754426621511
583,4434,4437,17.651156747041398
584,4449,4437,15.570555606673473
585,4450,4456,24.29782304471056
586,4456,4495,16.776332611525362
587,4457,2802,20.388216813443748
588,4476,4481,17.81741444904854
589,4481,4457,24.793776798601414
590,4521,2820,13.99658393447217
591,4523,4521,3.041508506002933
592,4525,4528,23.86152896464259
593,4528,4531,3.1812762908779804
594,4529,4525,2.812613070481597
595,4531,2931,9.34683346072074
596,4534,4523,23.488794238375153
597,4545,4529,13.670119802610738
598,4548,593,19.02385559653032
599,4549,4550,2.9747672387305024
600,4583,4571,4.646099734207348
601,4587,4590,4.5233452896740936
602,4590,3262,16.664660599282076
603,4613,4617,41.58238923451784
604,4617,5176,25.00407781446417
605,4626,1211,2.2636476947861404
606,4639,4697,27.990941295525246
607,4646,812,93.50058466460325
608,4695,1208,15.124190240483392
609,4695,4765,73.24485265326337
610,4697,56,21.280527661371192
611,4698,4701,14.785212789925533
612,4701,6690,5.744486071372654
613,4706,5770,5.906297263884378
614,4707,4715,25.49079221254655
615,4715,6582,6.455726493827926
616,4716,4038,8.656704149285083
617,4724,6648,1.3136622956624266
618,4725,4716,4.261518327736509
619,4728,4731,10.723036370925456
620,4731,6644,5.303890932762218
621,4765,4613,26.221391255120746
622,4814,4837,99.09370715897751
623,4837,6487,6.519894635618316
624,4851,4857,10.920347481985264
625,4857,6687,1.8008355353715315
626,4858,4870,66.13815651506056
627,4870,5420,8.460126716041373
628,4947,4765,46.75390259551494
629,4993,5800,10.7537649953603
630,5006,63,8.455632517925906
631,5006,5027,25.42033466933887
632,5027,1589,21.198115433177108
633,5035,3304,2.7474497248276815
634,5037,5035,7.598415461914894
635,5063,5273,13.084843542724137
636,5195,5208,5.6257991985619
637,5208,4070,4.120197879153249
638,5209,5210,2.3200973940652703
639,5210,41,6.603284625319609
640,5232,4197,13.852444650627206
641,5243,3895,11.75588060415916
642,5243,6089,0.8018608352039587
643,5251,429,4.235822382875532
644,5294,5302,24.081955168156863
645,5302,6655,5.681371645231382
646,5303,5310,16.028570064235698
647,5310,5311,8.365694811488824
648,5311,4851,9.286739714984176
649,5336,2712,14.122657560910085
650,5375,1038,33.375977325626415
651,5382,5387,26.67187948396568
652,5387,2636,4.765429239668108
653,5404,5410,11.467095622076071
654,5410,2639,15.296751335904968
655,5420,6703,21.882468856894796
656,5442,969,14.762036624069925
657,5444,5447,14.225272454601084
658,5447,6148,61.755790479853346
659,5448,5442,30.27746285203775
660,5457,5459,8.419575928431616
661,5459,5689,5.160079951075034
662,5460,5444,21.778009874701755
663,5463,5473,30.443530993024766
664,5473,6493,11.663893509789707
665,5474,5475,8.09410164118027
666,5475,5483,23.891140804174825
667,5483,926,44.5977109455793
668,5497,3725,0.749717804519196
669,5502,3718,68.4014801486472
670,5508,757,68.41354722184406
671,5514,2099,35.6689910336867
672,5548,5577,63.700798495747684
673,5577,688,5.176797120801846
674,5602,5603,1.9983880907587521
675,5603,3779,4.221796053974579
676,5604,770,97.80853600983116
677,5680,976,6.188861246870552
678,5681,5448,16.670359855169167
679,5689,5460,7.813497291409662
680,5700,3941,2.4978296812706176
681,5744,220,4.865682699773028
682,5744,6620,3.6766692173461006
683,5759,3963,12.015984159843564
684,5800,6735,105.46454755745029
685,5831,942,19.191964157085373
686,5906,5208,18.71728356541511
687,5906,5209,18.12520643827798
688,5915,3406,2.8030526704341963
689,5922,5925,20.60374737681283
690,5925,6580,7.272613333506165
691,5932,6121,2.3248959287614652
692,5935,5933,1.6721002126994295
693,5937,5938,2.45951897409856
694,5938,5935,14.11432603243112
695,5973,1650,12.342783894317416
696,6046,2156,1.389442402253711
697,6051,3397,3.259990770369539
698,6063,2232,10.351806929354908
699,6089,856,2.482129617872709
700,6089,858,5.317193782544024
701,6098,5243,0.29152846107862773
702,6121,5937,3.3999509016257923
703,6124,6131,29.95631135717102
704,6131,6482,26.61811778164786
705,6148,6496,28.83241914900885
706,6149,5463,13.67386997795418
707,6294,6149,24.522700368596706
708,6442,6443,3.3097101721401145
709,6443,1138,2.6632525282395028
710,6446,6442,0.699469759934078
711,6461,4814,9.292289483495392
712,6469,6471,16.320841271974288
713,6471,5681,5.967520904310404
714,6472,5474,36.824227948196985
715,6482,6469,8.338269549724039
716,6487,6488,4.184552989260117
717,6488,6490,3.7199760854458295
718,6490,6500,29.6795582975127
719,6491,6492,5.731904577120674
720,6492,6498,18.390186456299233
721,6493,5457,5.581808886256476
722,6496,6472,8.006081301634662
723,6498,6124,6.433410771874618
724,6500,6491,8.387036882225415
725,6531,543,2.429406964934953
726,6570,5831,2.2225139655708364
727,6578,5294,8.351746004766822
728,6580,6583,24.80781822270845
729,6582,6590,10.18223729792793
730,6583,4707,7.340220138747486
731,6590,5404,5.969786223396372
732,6596,1381,2.8344168876131968
733,6620,230,4.871150591994436
734,6620,3138,2.516072501567784
735,6631,6632,5.479836685921854
736,6632,6446,4.169233472583959
737,6637,6638,5.13259140420268
738,6638,6661,2.1963963981885
739,6639,5303,7.089833779426787
740,6641,6637,2.6109609415617907
741,6644,6641,7.742410390265986
742,6648,6650,7.49702374771313
743,6650,4728,7.676887504879845
744,6655,6662,2.197364941830288
745,6661,6639,6.557554468418278
746,6662,5375,15.631136852669774
747,6687,6694,11.590056846229384
748,6690,587,18.488451999433003
749,6694,5922,11.707143666813595
750,6703,4698,3.0868069947725196
751,6735,1262,30.63310359197832
752,6809,2204,28.568607202893183
753,6810,2238,11.175794171830695
