,node,Lat,Lon
345,345,40.7242872,-74.0072264
346,346,40.7244054,-74.0070994
347,347,40.724504,-74.007029
348,348,40.820283,-73.959539
349,349,40.8207406,-73.9591209
350,350,40.8208166,-73.9590256
351,351,40.8209388,-73.958745
352,352,40.8209963,-73.9586596
353,353,40.821115,-73.9585682
354,354,40.818025,-73.96179
355,355,40.8179394,-73.9618763
356,356,40.816675,-73.96315
357,357,40.8165121,-73.9633301
358,358,40.816396,-73.963433
359,359,40.816198,-73.963586
360,360,40.816067,-73.963695
361,361,40.8158829,-73.9638429
362,362,40.8157334,-73.9639512
363,363,40.8156316,-73.9640104
364,364,40.8155192,-73.9640654
365,365,40.8068298,-73.9342138
366,366,40.8067889,-73.9343063
367,367,40.7846108,-73.9698592
368,368,40.7845563,-73.9697022
369,369,40.7844761,-73.9695336
370,370,40.7843709,-73.9693836
371,371,40.7843156,-73.969325
372,372,40.7842394,-73.9692676
373,373,40.7841238,-73.9692052
374,374,40.7840616,-73.9691794
375,375,40.7839995,-73.9691537
376,376,40.7837643,-73.9691227
377,377,40.7835526,-73.9691225
378,378,40.7833228,-73.9691564
379,379,40.7830971,-73.9692186
380,380,40.7828533,-73.9692993
381,381,40.7827112,-73.9693485
382,382,40.7826106,-73.9693717
383,383,40.7244231,-74.006055
384,384,40.7243558,-74.0061389
385,385,40.7243127,-74.0062121
386,386,40.7242814,-74.0062702
387,387,40.7242616,-74.0063161
388,388,40.7242489,-74.0063605
389,389,40.7242396,-74.0064094
390,390,40.724235,-74.0064599
391,391,40.7242338,-74.0065242
392,392,40.7242338,-74.0065792
393,393,40.7242361,-74.0066297
394,394,40.7242466,-74.0066817
395,395,40.7242593,-74.0067338
396,396,40.7242732,-74.0067689
397,397,40.724293,-74.0068133
398,398,40.7243057,-74.0068393
399,399,40.7243301,-74.0068745
400,400,40.724359,-74.0069051
401,401,40.7243892,-74.0069326
402,402,40.724504,-74.007029
403,403,40.7698521,-73.9444618
404,404,40.7697521,-73.9444863
405,405,40.7693493,-73.9438317
406,406,40.7571333,-73.9970778
407,407,40.7570655,-73.9968672
408,408,40.7570379,-73.9967507
409,409,40.7569991,-73.9966158
410,410,40.7569648,-73.9965035
411,411,40.7569267,-73.9964041
412,412,40.7567698,-73.9960389
413,413,40.8105536,-73.9672119
414,414,40.8126128,-73.9654746
415,415,40.8133193,-73.9648631
416,416,40.8138714,-73.9644018
417,417,40.8146103,-73.9638439
418,418,40.8158608,-73.9629963
419,419,40.8164373,-73.9625349
420,420,40.8169245,-73.9620307
421,421,40.8172898,-73.9615908
422,422,40.8176383,-73.9609797
423,423,40.7925541,-73.9546207
424,424,40.7925307,-73.9543943
425,425,40.7925254,-73.9543547
426,426,40.7925175,-73.954316
427,427,40.7925069,-73.9542743
428,428,40.792493,-73.9542346
429,429,40.7924755,-73.9541861
430,430,40.7924537,-73.954135
431,431,40.7924297,-73.9540865
432,432,40.7923926,-73.9540247
433,433,40.7923573,-73.9539735
434,434,40.7922801,-73.9538867
435,435,40.7921416,-73.9537488
436,436,40.7921149,-73.9537229
437,437,40.7920132,-73.953624
438,438,40.7919796,-73.9535763
439,439,40.7919592,-73.9535389
440,440,40.7919373,-73.953495
441,441,40.7919162,-73.9534466
442,442,40.7917751,-73.9531085
443,443,40.791722,-73.952984
444,444,40.7859465,-73.9844917
445,445,40.7859476,-73.9845719
446,446,40.7859115,-73.9846748
447,447,40.7858494,-73.9847463
448,448,40.7857693,-73.9847642
449,449,40.7857152,-73.9847552
450,450,40.7856655,-73.9847284
451,451,40.7856272,-73.9846956
452,452,40.7856102,-73.9846671
453,453,40.7855684,-73.9845872
454,454,40.7855514,-73.984481
455,455,40.7855695,-73.9843722
456,456,40.7856058,-73.9843016
457,457,40.7856418,-73.9842622
458,458,40.7857271,-73.984222
459,459,40.7857957,-73.9842278
460,460,40.7858499,-73.984257
461,461,40.7859188,-73.9843478
462,462,40.785944,-73.9844389
463,463,40.7859465,-73.9844917
464,464,40.8224172,-73.957871
465,465,40.8220965,-73.9582734
466,466,40.821771,-73.9585445
467,467,40.8216237,-73.9586576
468,468,40.8295922,-73.9352284
469,469,40.8292004,-73.9351141
470,470,40.8285788,-73.9350046
471,471,40.8283867,-73.93488
472,472,40.817189,-73.934463
473,473,40.8171052,-73.9343963
474,474,40.8169915,-73.9343588
475,475,40.8168923,-73.9343507
476,476,40.8156499,-73.9344467
477,477,40.8150263,-73.9343437
478,478,40.8066838,-73.9348526
479,479,40.8067568,-73.935003
480,480,40.8067912,-73.935068
481,481,40.806827,-73.9351122
482,482,40.8068549,-73.9351395
483,483,40.8068843,-73.9351637
484,484,40.8069178,-73.9351837
485,485,40.8069607,-73.9352058
486,486,40.8070021,-73.9352194
487,487,40.8070499,-73.9352278
488,488,40.8070833,-73.9352299
489,489,40.8071175,-73.9352226
490,490,40.8071573,-73.9352089
491,491,40.8071924,-73.9351931
492,492,40.8072322,-73.9351721
493,493,40.8072855,-73.9351406
494,494,40.8073293,-73.9351101
495,495,40.8074224,-73.9350386
496,496,40.8074614,-73.9350049
497,497,40.8074932,-73.9349692
498,498,40.8075203,-73.9349345
499,499,40.8075466,-73.9348934
500,500,40.8075649,-73.9348503
501,501,40.807584,-73.9347988
502,502,40.8075999,-73.9347431
503,503,40.8076086,-73.9346894
504,504,40.8076134,-73.9346432
505,505,40.8076118,-73.9345843
506,506,40.8076047,-73.9345201
507,507,40.8075959,-73.9344655
508,508,40.8075808,-73.9344171
509,509,40.8075625,-73.9343708
510,510,40.8075394,-73.9343319
511,511,40.8075099,-73.9342909
512,512,40.8074789,-73.9342551
513,513,40.8074423,-73.9342152
514,514,40.8073961,-73.9341815
515,515,40.8070913,-73.9339165
516,516,40.8067013,-73.9335495
517,517,40.8064879,-73.9333003
518,518,40.7096039,-74.0015481
519,519,40.7100568,-74.0021361
520,520,40.7957927,-73.9766243
521,521,40.7958683,-73.976473
522,522,40.7959514,-73.9763402
523,523,40.796121,-73.9761374
524,524,40.7961699,-73.9760642
525,525,40.7961965,-73.9759991
526,526,40.7962139,-73.9759406
527,527,40.7962251,-73.9758623
528,528,40.7962246,-73.9757673
529,529,40.7962181,-73.9756564
530,530,40.7962002,-73.9755447
531,531,40.7961379,-73.9753112
532,532,40.8464815,-73.9325129
533,533,40.8462576,-73.9319932
534,534,40.7993084,-73.9291241
535,535,40.799627,-73.929164
536,536,40.7997576,-73.9291937
537,537,40.7999307,-73.929236
538,538,40.8001489,-73.9293051
539,539,40.8003744,-73.9293762
540,540,40.8006187,-73.9294608
541,541,40.8007787,-73.9295203
542,542,40.8011031,-73.9296587
543,543,40.8300508,-73.934911
544,544,40.8302783,-73.9349952
545,545,40.8306203,-73.9351859
546,546,40.8307461,-73.9353179
547,547,40.8308705,-73.9355336
548,548,40.8310085,-73.935893
549,549,40.815326,-73.935756
550,550,40.8149743,-73.9349274
551,551,40.8018886,-73.9300716
552,552,40.8022643,-73.9300492
553,553,40.8024475,-73.9300553
554,554,40.8025137,-73.9300614
555,555,40.8026337,-73.9300777
556,556,40.8027169,-73.930092
557,557,40.8028046,-73.9301164
558,558,40.8029817,-73.9301794
559,559,40.8031125,-73.9302384
560,560,40.8032619,-73.9303116
561,561,40.803385,-73.9303787
562,562,40.8035436,-73.9304702
563,563,40.8038346,-73.9306655
564,564,40.8038638,-73.9306901
565,565,40.8038983,-73.9307287
566,566,40.8039213,-73.9307626
567,567,40.8039417,-73.9308117
568,568,40.8039603,-73.9308667
569,569,40.8039709,-73.9309228
570,570,40.8039754,-73.9309649
571,571,40.8039736,-73.9310199
572,572,40.8039621,-73.9310737
573,573,40.8039417,-73.9311287
574,574,40.8039098,-73.9311837
575,575,40.8038753,-73.9312305
576,576,40.8038425,-73.9312621
577,577,40.8038107,-73.9312878
578,578,40.8037788,-73.9313089
579,579,40.8037398,-73.9313241
580,580,40.8036929,-73.9313346
581,581,40.8036513,-73.9313393
582,582,40.8036026,-73.9313323
583,583,40.8035645,-73.9313215
584,584,40.803529,-73.9313058
585,585,40.8034868,-73.931271
586,586,40.7234376,-74.0075182
587,587,40.7234736,-74.0075489
588,588,40.7235091,-74.0075717
589,589,40.7235386,-74.0075869
590,590,40.7235853,-74.0076039
591,591,40.7236362,-74.0076118
592,592,40.7236785,-74.0076124
593,593,40.7237213,-74.0076073
594,594,40.7237619,-74.0075981
595,595,40.7238106,-74.0075798
596,596,40.7238558,-74.0075568
597,597,40.7239092,-74.0075216
598,598,40.8039448,-73.9323547
599,599,40.8039518,-73.9322998
600,600,40.8039575,-73.9322236
601,601,40.8039598,-73.9321291
602,602,40.8039607,-73.9319388
603,603,40.8039554,-73.9318014
604,604,40.8039528,-73.931671
605,605,40.8039607,-73.9315458
606,606,40.8039765,-73.9314467
607,607,40.8040002,-73.9313458
608,608,40.8040331,-73.9312363
609,609,40.8040581,-73.9311737
610,610,40.8041015,-73.9311059
611,611,40.8041279,-73.9310659
612,612,40.8041634,-73.9310276
613,613,40.8041937,-73.9310033
614,614,40.7982705,-73.9525304
615,615,40.798166,-73.9526127
616,616,40.7981216,-73.9526568
617,617,40.798087,-73.9527083
618,618,40.7980667,-73.9527486
619,619,40.7980485,-73.9527968
620,620,40.7980383,-73.9528451
621,621,40.7980282,-73.9529015
622,622,40.7980241,-73.9529524
623,623,40.7980202,-73.9530329
624,624,40.7602377,-73.9514971
625,625,40.7603003,-73.9514988
626,626,40.7603399,-73.951492
627,627,40.7603807,-73.9514802
628,628,40.7604267,-73.9514566
629,629,40.7604701,-73.9514229
630,630,40.7605289,-73.9513774
631,631,40.8341669,-73.9370217
632,632,40.8346994,-73.9363178
633,633,40.8350201,-73.9359038
634,634,40.804428,-73.932407
635,635,40.8043715,-73.9324112
636,636,40.804329,-73.932406
637,637,40.804266,-73.932387
638,638,40.8042345,-73.9323745
639,639,40.8041756,-73.9323364
640,640,40.804129,-73.932295
641,641,40.804075,-73.932233
642,642,40.8040441,-73.9321855
643,643,40.8040256,-73.9321443
644,644,40.8039956,-73.9320681
645,645,40.8039607,-73.9319388
646,646,40.802095,-73.9340804
647,647,40.8020824,-73.9340267
648,648,40.8020786,-73.9339807
649,649,40.8020795,-73.9339321
650,650,40.8020882,-73.9338849
651,651,40.8020989,-73.9338452
652,652,40.8021163,-73.9338069
653,653,40.8021434,-73.9337698
654,654,40.7669845,-74.0193722
655,655,40.7629212,-74.009677
656,656,40.7703749,-73.9437437
657,657,40.7703837,-73.9436713
658,658,40.7703879,-73.9434719
659,659,40.7703747,-73.9432687
660,660,40.770373,-73.9431562
661,661,40.7703624,-73.9431032
662,662,40.8024983,-73.9303109
663,663,40.8022562,-73.9303278
664,664,40.802092,-73.9303463
665,665,40.801989,-73.9303649
666,666,40.8017548,-73.9304115
667,667,40.8016998,-73.9304171
668,668,40.8016292,-73.9304134
669,669,40.8015601,-73.9303985
670,670,40.8014444,-73.9303351
671,671,40.791772,-73.937242
672,672,40.7923992,-73.9367899
673,673,40.7462338,-73.9739414
674,674,40.7469923,-73.9757464
675,675,40.7470551,-73.9758566
676,676,40.7471144,-73.9759195
677,677,40.747188,-73.9759527
678,678,40.7472524,-73.9759884
679,679,40.7473058,-73.9760382
680,680,40.7473675,-73.976107
681,681,40.7462338,-73.9739414
682,682,40.7462895,-73.9742591
683,683,40.7468691,-73.9756888
684,684,40.7468825,-73.9757909
685,685,40.7468805,-73.9758872
686,686,40.7468699,-73.9759478
687,687,40.7468501,-73.9760096
688,688,40.7468248,-73.9760773
689,689,40.7467885,-73.9761498
690,690,40.7467395,-73.9762207
691,691,40.7466728,-73.9762957
692,692,40.7463942,-73.9765251
693,693,40.7373813,-73.9745237
694,694,40.7371949,-73.9747152
695,695,40.737022,-73.9748642
696,696,40.7624373,-73.9479808
697,697,40.7629702,-73.9490982
698,698,40.802694,-73.9334055
699,699,40.802514,-73.9333301
700,700,40.8024501,-73.9332943
701,701,40.8024095,-73.9332611
702,702,40.8023601,-73.9332176
703,703,40.8023263,-73.9331818
704,704,40.8022943,-73.9331358
705,705,40.8022634,-73.9330846
706,706,40.8022286,-73.9330271
707,707,40.8021279,-73.9328482
708,708,40.8067889,-73.9343063
709,709,40.8067247,-73.9344271
710,710,40.8066693,-73.9345197
711,711,40.8066187,-73.9345917
712,712,40.8065729,-73.9346508
713,713,40.806536,-73.9346958
714,714,40.8065009,-73.9347356
715,715,40.8064572,-73.9347716
716,716,40.8064114,-73.9348025
717,717,40.8063618,-73.9348295
718,718,40.8063102,-73.93485
719,719,40.8062528,-73.9348629
720,720,40.8062013,-73.9348667
721,721,40.8061487,-73.9348667
722,722,40.8060962,-73.9348577
723,723,40.8060563,-73.9348513
724,724,40.8060184,-73.9348397
725,725,40.8059765,-73.9348218
726,726,40.8059337,-73.9347883
727,727,40.8058802,-73.9347395
728,728,40.8058384,-73.9346971
729,729,40.8058053,-73.9346585
730,730,40.8057664,-73.9346071
731,731,40.8057372,-73.9345595
732,732,40.8056817,-73.9344708
733,733,40.8056302,-73.9343783
734,734,40.8187778,-73.934348
735,735,40.8182785,-73.9343212
736,736,40.8179052,-73.9342568
737,737,40.847668,-73.929669
738,738,40.8479619,-73.9299294
739,739,40.848062,-73.930061
740,740,40.8481166,-73.9302548
741,741,40.8481045,-73.9304157
742,742,40.8480517,-73.9305391
743,743,40.8479056,-73.9306786
744,744,40.8477676,-73.9307107
745,745,40.8475658,-73.9307061
746,746,40.846879,-73.930582
747,747,40.8466801,-73.930582
748,748,40.846534,-73.9306625
749,749,40.8464042,-73.9308341
750,750,40.8463555,-73.930979
751,751,40.7904084,-73.9367296
752,752,40.7900894,-73.9370742
753,753,40.7898109,-73.9372827
754,754,40.7896936,-73.9373914
755,755,40.7668482,-73.9506714
756,756,40.7666562,-73.9508886
757,757,40.7665113,-73.9510319
758,758,40.7557805,-73.9542606
759,759,40.7558521,-73.95439
760,760,40.7561283,-73.9548895
761,761,40.756484,-73.955574
762,762,40.7565915,-73.9557438
763,763,40.756636,-73.955814
764,764,40.710936,-74.005048
765,765,40.710185,-74.0042501
766,766,40.706982,-74.006456
767,767,40.7064617,-74.0058002
768,768,40.706375,-74.005691
769,769,40.7060478,-74.0052712
770,770,40.7059869,-74.0052181
771,771,40.7124759,-74.0048445
772,772,40.71245,-74.0048533
773,773,40.7124243,-74.0048604
774,774,40.7123974,-74.0048578
775,775,40.7123722,-74.0048468
776,776,40.7123472,-74.0048252
777,777,40.7121422,-74.0045725
778,778,40.7152208,-73.9842477
779,779,40.7157441,-73.9839365
780,780,40.7161559,-73.9836917
781,781,40.7166754,-73.9833412
782,782,40.745816,-74.005535
783,783,40.7459887,-74.0059426
784,784,40.7460452,-74.0060754
785,785,40.7467607,-74.0077784
786,786,40.746795,-74.0078599
787,787,40.8716544,-73.9112343
788,788,40.8717008,-73.9113345
789,789,40.8722414,-73.9126036
790,790,40.8723563,-73.9128142
791,791,40.821487,-73.948541
792,792,40.821193,-73.947899
793,793,40.820465,-73.947594
794,794,40.820397,-73.947568
795,795,40.820301,-73.947552
796,796,40.82022,-73.947557
797,797,40.820133,-73.947579
798,798,40.820052,-73.94762
799,799,40.8197076,-73.9478729
800,800,40.8194596,-73.9480551
801,801,40.819167,-73.94827
802,802,40.819137,-73.948288
803,803,40.819025,-73.948374
804,804,40.818926,-73.94847
805,805,40.818841,-73.948571
806,806,40.818749,-73.948708
807,807,40.818676,-73.948849
808,808,40.81862,-73.948964
809,809,40.818532,-73.94912
810,810,40.818434,-73.949265
811,811,40.818327,-73.949398
812,812,40.81819,-73.949536
813,813,40.818073,-73.949633
814,814,40.8179231,-73.9497399
815,815,40.817889,-73.949762
816,816,40.817749,-73.949866
817,817,40.817591,-73.949955
818,818,40.817441,-73.950017
819,819,40.817286,-73.950059
820,820,40.817128,-73.950082
821,821,40.816954,-73.950083
822,822,40.816798,-73.950063
823,823,40.816639,-73.950021
824,824,40.816494,-73.949963
825,825,40.8164267,-73.9498877
826,826,40.81641,-73.949869
827,827,40.816321,-73.949796
828,828,40.816238,-73.949747
829,829,40.816135,-73.949706
830,830,40.816027,-73.949687
831,831,40.81592,-73.949688
832,832,40.815799,-73.949715
833,833,40.815689,-73.949766
834,834,40.8145637,-73.9505857
835,835,40.814187,-73.95086
836,836,40.813567,-73.951322
837,837,40.8130295,-73.951706
