,i,j,distance,street
351,2252,2682,8.69940378041512,5th Avenue
352,6222,977,8.077338162159156,6th Avenue
353,3636,4961,5.446309063768371,Fort Washington Avenue
354,10419,9934,9.126299648504427,12th Avenue
355,2695,13284,8.43323486307762,10th Avenue
356,2441,4158,7.449588942616529,3rd Avenue
357,2203,2206,16.243889450433677,Riverside Boulevard
358,14635,14638,27.351831846451812,West 54th Street
359,1711,1289,13.534939538247196,Mulberry Street
360,1516,4362,7.00662327588602,West 4th Street
361,1007,3749,2.3680270715826306,North End Avenue
362,1372,1375,31.202263880316757,West 45th Street
363,15063,5414,13.187302469409332,Broadway
364,3137,3138,24.002427300912053,West 150th Street
365,5444,13546,8.594219493630423,1st Avenue
366,2893,10519,1.155100673005916,Riverside Drive
367,3896,5927,6.193277816410112,Gold Street
368,10897,10901,22.80609611106268,East 6th Street
369,2548,2549,16.308649717023986,Sullivan Street
370,10318,10137,7.962561826595921,9th Avenue
371,9928,9930,23.785879747417297,West 43rd Street
372,3677,3678,7.680866775458357,Pell Street
373,32,4053,8.109534271177964,Columbus Avenue
374,10404,10380,7.816174408102691,Broadway
375,3675,13284,5.21940261961035,West 207th Street
376,15282,10880,8.57991214257648,Saint Nicholas Avenue
377,19682,20691,6.515251718943074,West 181st Street
378,8675,2685,12.553167605619109,South Street
379,1307,13128,6.379628727084566,Bleecker Street
380,7593,5816,4.284369309292021,Adam Clayton Powell Jr. Boulevard
381,1775,1777,8.743534231073856,Desbrosses Street
382,2531,2532,14.14300128559242,West 213th Street
383,6670,6973,14.047729173927381,FDR Drive
384,1278,12934,14.162950521468689,Eldridge Street
385,1040,1041,9.357363635281205,West 125th Street
386,9771,2110,4.131773049039857,West 207th Street
387,12904,19701,3.684608204580906,Adam Clayton Powell Jr. Boulevard
388,5184,3827,8.128323240951039,Broadway
389,19286,4890,4.409928262671558,8th Avenue
390,3130,3132,27.423492760191408,West 48th Street
391,5674,5675,26.654998616523933,West 135th Street
392,5538,1258,14.938570914751098,West 10th Street
393,883,888,5.738118792461753,79th Street Transverse Road
394,16317,20161,2.6557625310104314,11th Avenue
395,6002,413,16.232681060401347,Henry Hudson Parkway
396,2552,1848,7.644473384999695,Bleecker Street
397,3327,631,29.55539721563991,unknown
398,3802,16496,7.787860902507036,Malcolm X Boulevard
399,4604,2742,8.251187686334209,East 14th Street
400,10166,12055,27.53424076955342,West 31 Street
401,1815,1816,15.49410072703949,East 104th Street
402,16337,5444,3.949231702743118,1st Avenue
403,5001,5002,5.742424149947594,Maiden Lane
404,934,935,15.160886639407359,Broadway
405,20853,11553,2.7595801916830056,1st Avenue
406,11652,15336,9.545156621064288,West 147th Street
407,14497,4817,7.777644199985533,Madison Avenue
408,11554,2259,8.003745318501561,2nd Avenue
409,4056,10250,7.763583133169713,Madison Avenue
410,1048,1049,10.276385913106783,Thomas Street
411,12149,15030,4.01935261165043,Columbus Circle
412,7939,233,4.93869469383575,Lincoln Tunnel Expressway
413,1820,1825,21.63171381874642,East 104th Street
414,7524,10809,4.5994029260108364,Washington Bridge
415,9380,9355,62.91001415940462,Harlem River Drive
416,10395,16317,7.670559786735162,11th Avenue
417,10624,2913,3.3845789845293988,Riverside Drive West
418,3804,3805,1.6059621178210495,West 141st Street
419,6429,9972,103.30300983253704,Joe DiMaggio Highway
420,11647,2633,12.386140097072198,West 142nd Street
421,1065,4956,8.884244040079958,Broadway
422,614,8190,1.3291225556872663,Central Park North
423,5540,5542,1.833769558186259,West 146th Street
424,120,1859,8.41393838104319,Amsterdam Avenue
425,13612,4,7.96174431801268,West End Ave.
426,11306,12251,1.3773482804635462,East Drive
427,5764,21560,14.83246362557109,East 34th Street
428,3271,3275,17.77898690147424,South Street
429,3529,13240,15.273552460046899,Nagle Avenue
430,4953,28,7.824843795043989,South Street
431,4304,4305,30.26713834983614,West 129th Street
432,15627,15303,25.930983764981097,West 116th Street
433,5672,1767,8.497586632432283,Malcolm X Boulevard
434,9966,9968,19.775565699994978,West 49th Street
435,3033,9284,7.951434484402037,2nd Avenue
436,5641,10583,7.135590277922358,Riverside Drive
437,921,922,27.39862983946888,West 78th Street
438,8152,20606,4.240101464935375,Canal Street
439,298,315,15.26232941366213,unknown
440,11886,15790,11.91148359487833,West 182nd Street
441,5996,6001,12.12820349814149,Riverside Drive
442,16010,4829,19.890274835067224,Fort Washington Avenue
443,17145,17143,5.389966576046964,West 125th Street
444,11479,13624,7.928738050474703,1st Avenue
445,9296,867,8.334331895181633,12th Avenue
446,787,789,13.256402443904719,West 220th Street
447,5424,5425,2.7072268052273856,East Houston Street
448,1509,16912,3.8839962061189537,Malcolm X Boulevard
449,15236,16490,3.53145622351838,Malcolm X Boulevard
450,930,14987,4.9125573315538045,Amsterdam Avenue
451,25,4103,16.91621698697224,Claremont Avenue
452,10391,14740,3.8302741588615685,11th Avenue
453,1487,1488,27.38563152836383,West 82nd Street
454,10361,10363,27.405703730540232,West 58th Street
455,3362,10595,8.648963595247643,Riverside Drive
456,3918,15477,30.982154415494755,West 23rd Street
457,2624,2468,7.431903360197632,7th Avenue
458,14149,12929,7.049996717270695,Rivington Street
459,16765,15005,13.010589015362811,West 170th Street
460,2755,2557,7.2356215768848005,Canal Street
461,1807,19401,5.79581060998631,1st Avenue
462,11794,4417,7.843604315133996,Fort Washington Avenue
463,10363,10365,27.264175942941293,West 58th Street
464,9915,864,7.813992106224908,11th Avenue
465,15700,13766,3.5957709278549315,Allen Street
466,4651,5764,8.311351017772443,Park Avenue
467,4258,3580,8.56360691039188,3rd Avenue
468,1589,1590,13.24926676011453,West 149th Street
469,20612,8641,5.5755238478961315,Delancey Street
470,18776,10680,23.590850716422153,West 64th Street
471,14701,8858,5.160079951075034,West Street
472,11889,12490,11.862172163103294,West 185th Street
